#file-version:0.1
#Dict{String,Any}(Pair{String,Any}("estimation-args", Dict{String,Any}(Pair{String,Any}("delta_ball", 0.015),Pair{String,Any}("num-per-dim", 0x0000000000000065),Pair{String,Any}("delta_t", 0.06),Pair{String,Any}("bounds", [0.0 2.0; 0.0 3.0]))),Pair{String,Any}("model-params", Dict{String,Any}(Pair{String,Any}("u+", 0.5),Pair{String,Any}("u-", -0.5))),Pair{String,Any}("model", "consum"),Pair{String,Any}("dimension", 2))
[0.56, 0.57]; 1
[0.58, 0.57]; 1
[0.6, 0.57]; 1
[0.62, 0.57]; 1
[0.64, 0.57]; 1
[0.66, 0.57]; 1
[0.68, 0.57]; 1
[0.7, 0.57]; 1
[0.72, 0.57]; 1
[0.74, 0.57]; 1
[0.76, 0.57]; 1
[0.78, 0.57]; 1
[0.8, 0.57]; 1
[0.82, 0.57]; 1
[0.84, 0.57]; 1
[0.86, 0.57]; 1
[0.88, 0.57]; 1
[0.9, 0.57]; 1
[0.92, 0.57]; 1
[0.94, 0.57]; 1
[0.96, 0.57]; 1
[0.98, 0.57]; 1
[1.0, 0.57]; 1
[1.02, 0.57]; 1
[1.04, 0.57]; 1
[1.06, 0.57]; 1
[1.08, 0.57]; 1
[1.1, 0.57]; 1
[1.12, 0.57]; 1
[1.14, 0.57]; 1
[1.16, 0.57]; 1
[1.18, 0.57]; 0
[1.2, 0.57]; 0
[1.22, 0.57]; 0
[1.24, 0.57]; 0
[1.26, 0.57]; 0
[1.28, 0.57]; 0
[1.3, 0.57]; 0
[1.32, 0.57]; 0
[1.34, 0.57]; 0
[1.36, 0.57]; 0
[1.38, 0.57]; 0
[1.4, 0.57]; 0
[1.42, 0.57]; 0
[1.44, 0.57]; 0
[1.46, 0.57]; 0
[1.48, 0.57]; 0
[1.5, 0.57]; 0
[1.52, 0.57]; 0
[1.54, 0.57]; 0
[1.56, 0.57]; 0
[1.58, 0.57]; 0
[1.6, 0.57]; 0
[1.62, 0.57]; 0
[1.64, 0.57]; 0
[1.66, 0.57]; 0
[1.68, 0.57]; 0
[1.7, 0.57]; 0
[1.72, 0.57]; 0
[1.74, 0.57]; 0
[1.76, 0.57]; 0
[1.78, 0.57]; 0
[1.8, 0.57]; 0
[1.82, 0.57]; 0
[1.84, 0.57]; 0
[1.86, 0.57]; 0
[1.88, 0.57]; 0
[1.9, 0.57]; 0
[1.92, 0.57]; 0
[1.94, 0.57]; 0
[1.96, 0.57]; 0
[1.98, 0.57]; 0
[2.0, 0.57]; 0
[0.0, 0.6]; 0
[0.02, 0.6]; 0
[0.04, 0.6]; 0
[0.06, 0.6]; 0
[0.08, 0.6]; 0
[0.1, 0.6]; 0
[0.12, 0.6]; 0
[0.14, 0.6]; 0
[0.16, 0.6]; 0
[0.18, 0.6]; 0
[0.2, 0.6]; 0
[0.22, 0.6]; 0
[0.24, 0.6]; 1
[0.26, 0.6]; 1
[0.28, 0.6]; 1
[0.3, 0.6]; 1
[0.32, 0.6]; 1
[0.34, 0.6]; 1
[0.36, 0.6]; 1
[0.38, 0.6]; 1
[0.4, 0.6]; 1
[0.42, 0.6]; 1
[0.44, 0.6]; 1
[0.46, 0.6]; 1
[0.48, 0.6]; 1
[0.5, 0.6]; 1
[0.52, 0.6]; 1
[0.54, 0.6]; 1
[0.56, 0.6]; 1
[0.58, 0.6]; 1
[0.6, 0.6]; 1
[0.62, 0.6]; 1
[0.64, 0.6]; 1
[0.66, 0.6]; 1
[0.68, 0.6]; 1
[0.7, 0.6]; 1
[0.72, 0.6]; 1
[0.74, 0.6]; 1
[0.76, 0.6]; 1
[0.78, 0.6]; 1
[0.8, 0.6]; 1
[0.82, 0.6]; 1
[0.84, 0.6]; 1
[0.86, 0.6]; 1
[0.88, 0.6]; 1
[0.9, 0.6]; 1
[0.92, 0.6]; 1
[0.94, 0.6]; 1
[0.96, 0.6]; 1
[0.98, 0.6]; 1
[1.0, 0.6]; 1
[1.02, 0.6]; 1
[1.04, 0.6]; 1
[1.06, 0.6]; 1
[1.08, 0.6]; 1
[1.1, 0.6]; 1
[1.12, 0.6]; 1
[1.14, 0.6]; 1
[1.16, 0.6]; 1
[1.18, 0.6]; 1
[1.2, 0.6]; 1
[1.22, 0.6]; 0
[1.24, 0.6]; 0
[1.26, 0.6]; 0
[1.28, 0.6]; 0
[1.3, 0.6]; 0
[1.32, 0.6]; 0
[1.34, 0.6]; 0
[1.36, 0.6]; 0
[1.38, 0.6]; 0
[1.4, 0.6]; 0
[1.42, 0.6]; 0
[1.44, 0.6]; 0
[1.46, 0.6]; 0
[1.48, 0.6]; 0
[1.5, 0.6]; 0
[1.52, 0.6]; 0
[1.54, 0.6]; 0
[1.56, 0.6]; 0
[1.58, 0.6]; 0
[1.6, 0.6]; 0
[1.62, 0.6]; 0
[1.64, 0.6]; 0
[1.66, 0.6]; 0
[1.68, 0.6]; 0
[1.7, 0.6]; 0
[1.72, 0.6]; 0
[1.74, 0.6]; 0
[1.76, 0.6]; 0
[1.78, 0.6]; 0
[1.8, 0.6]; 0
[1.82, 0.6]; 0
[1.84, 0.6]; 0
[1.86, 0.6]; 0
[1.88, 0.6]; 0
[1.9, 0.6]; 0
[1.92, 0.6]; 0
[1.94, 0.6]; 0
[1.96, 0.6]; 0
[1.98, 0.6]; 0
[2.0, 0.6]; 0
[0.0, 0.63]; 0
[0.02, 0.63]; 0
[0.04, 0.63]; 0
[0.06, 0.63]; 0
[0.08, 0.63]; 0
[0.1, 0.63]; 0
[0.12, 0.63]; 0
[0.14, 0.63]; 0
[0.16, 0.63]; 0
[0.18, 0.63]; 0
[0.2, 0.63]; 0
[0.22, 0.63]; 0
[0.24, 0.63]; 1
[0.26, 0.63]; 1
[0.28, 0.63]; 1
[0.3, 0.63]; 1
[0.32, 0.63]; 1
[0.34, 0.63]; 1
[0.36, 0.63]; 1
[0.38, 0.63]; 1
[0.4, 0.63]; 1
[0.42, 0.63]; 1
[0.44, 0.63]; 1
[0.46, 0.63]; 1
[0.48, 0.63]; 1
[0.5, 0.63]; 1
[0.52, 0.63]; 1
[0.54, 0.63]; 1
[0.56, 0.63]; 1
[0.58, 0.63]; 1
[0.6, 0.63]; 1
[0.62, 0.63]; 1
[0.64, 0.63]; 1
[0.66, 0.63]; 1
[0.68, 0.63]; 1
[0.7, 0.63]; 1
[0.72, 0.63]; 1
[0.74, 0.63]; 1
[0.76, 0.63]; 1
[0.78, 0.63]; 1
[0.8, 0.63]; 1
[0.82, 0.63]; 1
[0.84, 0.63]; 1
[0.86, 0.63]; 1
[0.88, 0.63]; 1
[0.9, 0.63]; 1
[0.92, 0.63]; 1
[0.94, 0.63]; 1
[0.96, 0.63]; 1
[0.98, 0.63]; 1
[1.0, 0.63]; 1
[1.02, 0.63]; 1
[1.04, 0.63]; 1
[1.06, 0.63]; 1
[1.08, 0.63]; 1
[1.1, 0.63]; 1
[1.12, 0.63]; 1
[1.14, 0.63]; 1
[1.16, 0.63]; 1
[1.18, 0.63]; 1
[1.2, 0.63]; 1
[1.22, 0.63]; 1
[1.24, 0.63]; 0
[1.26, 0.63]; 0
[1.28, 0.63]; 0
[1.3, 0.63]; 0
[1.32, 0.63]; 0
[1.34, 0.63]; 0
[1.36, 0.63]; 0
[1.38, 0.63]; 0
[1.4, 0.63]; 0
[1.42, 0.63]; 0
[1.44, 0.63]; 0
[1.46, 0.63]; 0
[1.48, 0.63]; 0
[1.5, 0.63]; 0
[1.52, 0.63]; 0
[1.54, 0.63]; 0
[1.56, 0.63]; 0
[1.58, 0.63]; 0
[1.6, 0.63]; 0
[1.62, 0.63]; 0
[1.64, 0.63]; 0
[1.66, 0.63]; 0
[1.68, 0.63]; 0
[1.7, 0.63]; 0
[1.72, 0.63]; 0
[1.74, 0.63]; 0
[1.76, 0.63]; 0
[1.78, 0.63]; 0
[1.8, 0.63]; 0
[1.82, 0.63]; 0
[1.84, 0.63]; 0
[1.86, 0.63]; 0
[1.88, 0.63]; 0
[1.9, 0.63]; 0
[1.92, 0.63]; 0
[1.94, 0.63]; 0
[1.96, 0.63]; 0
[1.98, 0.63]; 0
[2.0, 0.63]; 0
[0.0, 0.66]; 0
[0.02, 0.66]; 0
[0.04, 0.66]; 0
[0.06, 0.66]; 0
[0.08, 0.66]; 0
[0.1, 0.66]; 0
[0.12, 0.66]; 0
[0.14, 0.66]; 0
[0.16, 0.66]; 0
[0.18, 0.66]; 0
[0.2, 0.66]; 0
[0.22, 0.66]; 0
[0.24, 0.66]; 0
[0.26, 0.66]; 1
[0.28, 0.66]; 1
[0.3, 0.66]; 1
[0.32, 0.66]; 1
[0.34, 0.66]; 1
[0.36, 0.66]; 1
[0.38, 0.66]; 1
[0.4, 0.66]; 1
[0.42, 0.66]; 1
[0.44, 0.66]; 1
[0.46, 0.66]; 1
[0.48, 0.66]; 1
[0.5, 0.66]; 1
[0.52, 0.66]; 1
[0.54, 0.66]; 1
[0.56, 0.66]; 1
[0.58, 0.66]; 1
[0.6, 0.66]; 1
[0.62, 0.66]; 1
[0.64, 0.66]; 1
[0.66, 0.66]; 1
[0.68, 0.66]; 1
[0.7, 0.66]; 1
[0.72, 0.66]; 1
[0.74, 0.66]; 1
[0.76, 0.66]; 1
[0.78, 0.66]; 1
[0.8, 0.66]; 1
[0.82, 0.66]; 1
[0.84, 0.66]; 1
[0.86, 0.66]; 1
[0.88, 0.66]; 1
[0.9, 0.66]; 1
[0.92, 0.66]; 1
[0.94, 0.66]; 1
[0.96, 0.66]; 1
[0.98, 0.66]; 1
[1.0, 0.66]; 1
[1.02, 0.66]; 1
[1.04, 0.66]; 1
[1.06, 0.66]; 1
[1.08, 0.66]; 1
[1.1, 0.66]; 1
[1.12, 0.66]; 1
[1.14, 0.66]; 1
[1.16, 0.66]; 1
[1.18, 0.66]; 1
[1.2, 0.66]; 1
[1.22, 0.66]; 1
[1.24, 0.66]; 1
[1.26, 0.66]; 0
[1.28, 0.66]; 0
[1.3, 0.66]; 0
[1.32, 0.66]; 0
[1.34, 0.66]; 0
[1.36, 0.66]; 0
[1.38, 0.66]; 0
[1.4, 0.66]; 0
[1.42, 0.66]; 0
[1.44, 0.66]; 0
[1.46, 0.66]; 0
[1.48, 0.66]; 0
[1.5, 0.66]; 0
[1.52, 0.66]; 0
[1.54, 0.66]; 0
[1.56, 0.66]; 0
[1.58, 0.66]; 0
[1.6, 0.66]; 0
[1.62, 0.66]; 0
[1.64, 0.66]; 0
[1.66, 0.66]; 0
[1.68, 0.66]; 0
[1.7, 0.66]; 0
[1.72, 0.66]; 0
[1.74, 0.66]; 0
[1.76, 0.66]; 0
[1.78, 0.66]; 0
[1.8, 0.66]; 0
[1.82, 0.66]; 0
[1.84, 0.66]; 0
[1.86, 0.66]; 0
[1.88, 0.66]; 0
[1.9, 0.66]; 0
[1.92, 0.66]; 0
[1.94, 0.66]; 0
[1.96, 0.66]; 0
[1.98, 0.66]; 0
[2.0, 0.66]; 0
[0.0, 0.69]; 0
[0.02, 0.69]; 0
[0.04, 0.69]; 0
[0.06, 0.69]; 0
[0.08, 0.69]; 0
[0.1, 0.69]; 0
[0.12, 0.69]; 0
[0.14, 0.69]; 0
[0.16, 0.69]; 0
[0.18, 0.69]; 0
[0.2, 0.69]; 0
[0.22, 0.69]; 0
[0.24, 0.69]; 0
[0.26, 0.69]; 0
[0.28, 0.69]; 0
[0.3, 0.69]; 1
[0.32, 0.69]; 1
[0.34, 0.69]; 1
[0.36, 0.69]; 1
[0.38, 0.69]; 1
[0.4, 0.69]; 1
[0.42, 0.69]; 1
[0.44, 0.69]; 1
[0.46, 0.69]; 1
[0.48, 0.69]; 1
[0.5, 0.69]; 1
[0.52, 0.69]; 1
[0.54, 0.69]; 1
[0.56, 0.69]; 1
[0.58, 0.69]; 1
[0.6, 0.69]; 1
[0.62, 0.69]; 1
[0.64, 0.69]; 1
[0.66, 0.69]; 1
[0.68, 0.69]; 1
[0.7, 0.69]; 1
[0.72, 0.69]; 1
[0.74, 0.69]; 1
[0.76, 0.69]; 1
[0.78, 0.69]; 1
[0.8, 0.69]; 1
[0.82, 0.69]; 1
[0.84, 0.69]; 1
[0.86, 0.69]; 1
[0.88, 0.69]; 1
[0.9, 0.69]; 1
[0.92, 0.69]; 1
[0.94, 0.69]; 1
[0.96, 0.69]; 1
[0.98, 0.69]; 1
[1.0, 0.69]; 1
[1.02, 0.69]; 1
[1.04, 0.69]; 1
[1.06, 0.69]; 1
[1.08, 0.69]; 1
[1.1, 0.69]; 1
[1.12, 0.69]; 1
[1.14, 0.69]; 1
[1.16, 0.69]; 1
[1.18, 0.69]; 1
[1.2, 0.69]; 1
[1.22, 0.69]; 1
[1.24, 0.69]; 1
[1.26, 0.69]; 1
[1.28, 0.69]; 0
[1.3, 0.69]; 0
[1.32, 0.69]; 0
[1.34, 0.69]; 0
[1.36, 0.69]; 0
[1.38, 0.69]; 0
[1.4, 0.69]; 0
[1.42, 0.69]; 0
[1.44, 0.69]; 0
[1.46, 0.69]; 0
[1.48, 0.69]; 0
[1.5, 0.69]; 0
[1.52, 0.69]; 0
[1.54, 0.69]; 0
[1.56, 0.69]; 0
[1.58, 0.69]; 0
[1.6, 0.69]; 0
[1.62, 0.69]; 0
[1.64, 0.69]; 0
[1.66, 0.69]; 0
[1.68, 0.69]; 0
[1.7, 0.69]; 0
[1.72, 0.69]; 0
[1.74, 0.69]; 0
[1.76, 0.69]; 0
[1.78, 0.69]; 0
[1.8, 0.69]; 0
[1.82, 0.69]; 0
[1.84, 0.69]; 0
[1.86, 0.69]; 0
[1.88, 0.69]; 0
[1.9, 0.69]; 0
[1.92, 0.69]; 0
[1.94, 0.69]; 0
[1.96, 0.69]; 0
[1.98, 0.69]; 0
[2.0, 0.69]; 0
[0.0, 0.72]; 0
[0.02, 0.72]; 0
[0.04, 0.72]; 0
[0.06, 0.72]; 0
[0.08, 0.72]; 0
[0.1, 0.72]; 0
[0.12, 0.72]; 0
[0.14, 0.72]; 0
[0.16, 0.72]; 0
[0.18, 0.72]; 0
[0.2, 0.72]; 0
[0.22, 0.72]; 0
[0.24, 0.72]; 0
[0.26, 0.72]; 0
[0.28, 0.72]; 0
[0.3, 0.72]; 1
[0.32, 0.72]; 1
[0.34, 0.72]; 1
[0.36, 0.72]; 1
[0.38, 0.72]; 1
[0.4, 0.72]; 1
[0.42, 0.72]; 1
[0.44, 0.72]; 1
[0.46, 0.72]; 1
[0.48, 0.72]; 1
[0.5, 0.72]; 1
[0.52, 0.72]; 1
[0.54, 0.72]; 1
[0.56, 0.72]; 1
[0.58, 0.72]; 1
[0.6, 0.72]; 1
[0.62, 0.72]; 1
[0.64, 0.72]; 1
[0.66, 0.72]; 1
[0.68, 0.72]; 1
[0.7, 0.72]; 1
[0.72, 0.72]; 1
[0.74, 0.72]; 1
[0.76, 0.72]; 1
[0.78, 0.72]; 1
[0.8, 0.72]; 1
[0.82, 0.72]; 1
[0.84, 0.72]; 1
[0.86, 0.72]; 1
[0.88, 0.72]; 1
[0.9, 0.72]; 1
[0.92, 0.72]; 1
[0.94, 0.72]; 1
[0.96, 0.72]; 1
[0.98, 0.72]; 1
[1.0, 0.72]; 1
[1.02, 0.72]; 1
[1.04, 0.72]; 1
[1.06, 0.72]; 1
[1.08, 0.72]; 1
[1.1, 0.72]; 1
[1.12, 0.72]; 1
[1.14, 0.72]; 1
[1.16, 0.72]; 1
[1.18, 0.72]; 1
[1.2, 0.72]; 1
[1.22, 0.72]; 1
[1.24, 0.72]; 1
[1.26, 0.72]; 1
[1.28, 0.72]; 1
[1.3, 0.72]; 1
[1.32, 0.72]; 0
[1.34, 0.72]; 0
[1.36, 0.72]; 0
[1.38, 0.72]; 0
[1.4, 0.72]; 0
[1.42, 0.72]; 0
[1.44, 0.72]; 0
[1.46, 0.72]; 0
[1.48, 0.72]; 0
[1.5, 0.72]; 0
[1.52, 0.72]; 0
[1.54, 0.72]; 0
[1.56, 0.72]; 0
[1.58, 0.72]; 0
[1.6, 0.72]; 0
[1.62, 0.72]; 0
[1.64, 0.72]; 0
[1.66, 0.72]; 0
[1.68, 0.72]; 0
[1.7, 0.72]; 0
[1.72, 0.72]; 0
[1.74, 0.72]; 0
[1.76, 0.72]; 0
[1.78, 0.72]; 0
[1.8, 0.72]; 0
[1.82, 0.72]; 0
[1.84, 0.72]; 0
[1.86, 0.72]; 0
[1.88, 0.72]; 0
[1.9, 0.72]; 0
[1.92, 0.72]; 0
[1.94, 0.72]; 0
[1.96, 0.72]; 0
[1.98, 0.72]; 0
[2.0, 0.72]; 0
[0.0, 0.75]; 0
[0.02, 0.75]; 0
[0.04, 0.75]; 0
[0.06, 0.75]; 0
[0.08, 0.75]; 0
[0.1, 0.75]; 0
[0.12, 0.75]; 0
[0.14, 0.75]; 0
[0.16, 0.75]; 0
[0.18, 0.75]; 0
[0.2, 0.75]; 0
[0.22, 0.75]; 0
[0.24, 0.75]; 0
[0.26, 0.75]; 0
[0.28, 0.75]; 0
[0.3, 0.75]; 0
[0.32, 0.75]; 1
[0.34, 0.75]; 1
[0.36, 0.75]; 1
[0.38, 0.75]; 1
[0.4, 0.75]; 1
[0.42, 0.75]; 1
[0.44, 0.75]; 1
[0.46, 0.75]; 1
[0.48, 0.75]; 1
[0.5, 0.75]; 1
[0.52, 0.75]; 1
[0.54, 0.75]; 1
[0.56, 0.75]; 1
[0.58, 0.75]; 1
[0.6, 0.75]; 1
[0.62, 0.75]; 1
[0.64, 0.75]; 1
[0.66, 0.75]; 1
[0.68, 0.75]; 1
[0.7, 0.75]; 1
[0.72, 0.75]; 1
[0.74, 0.75]; 1
[0.76, 0.75]; 1
[0.78, 0.75]; 1
[0.8, 0.75]; 1
[0.82, 0.75]; 1
[0.84, 0.75]; 1
[0.86, 0.75]; 1
[0.88, 0.75]; 1
[0.9, 0.75]; 1
[0.92, 0.75]; 1
[0.94, 0.75]; 1
[0.96, 0.75]; 1
[0.98, 0.75]; 1
[1.0, 0.75]; 1
[1.02, 0.75]; 1
[1.04, 0.75]; 1
[1.06, 0.75]; 1
[1.08, 0.75]; 1
[1.1, 0.75]; 1
[1.12, 0.75]; 1
[1.14, 0.75]; 1
[1.16, 0.75]; 1
[1.18, 0.75]; 1
[1.2, 0.75]; 1
[1.22, 0.75]; 1
[1.24, 0.75]; 1
[1.26, 0.75]; 1
[1.28, 0.75]; 1
[1.3, 0.75]; 1
[1.32, 0.75]; 1
[1.34, 0.75]; 0
[1.36, 0.75]; 0
[1.38, 0.75]; 0
[1.4, 0.75]; 0
[1.42, 0.75]; 0
[1.44, 0.75]; 0
[1.46, 0.75]; 0
[1.48, 0.75]; 0
[1.5, 0.75]; 0
[1.52, 0.75]; 0
[1.54, 0.75]; 0
[1.56, 0.75]; 0
[1.58, 0.75]; 0
[1.6, 0.75]; 0
[1.62, 0.75]; 0
[1.64, 0.75]; 0
[1.66, 0.75]; 0
[1.68, 0.75]; 0
[1.7, 0.75]; 0
[1.72, 0.75]; 0
[1.74, 0.75]; 0
[1.76, 0.75]; 0
[1.78, 0.75]; 0
[1.8, 0.75]; 0
[1.82, 0.75]; 0
[1.84, 0.75]; 0
[1.86, 0.75]; 0
[1.88, 0.75]; 0
[1.9, 0.75]; 0
[1.92, 0.75]; 0
[1.94, 0.75]; 0
[1.96, 0.75]; 0
[1.98, 0.75]; 0
[2.0, 0.75]; 0
[0.0, 0.78]; 0
[0.02, 0.78]; 0
[0.04, 0.78]; 0
[0.06, 0.78]; 0
[0.08, 0.78]; 0
[0.1, 0.78]; 0
[0.12, 0.78]; 0
[0.14, 0.78]; 0
[0.16, 0.78]; 0
[0.18, 0.78]; 0
[0.2, 0.78]; 0
[0.22, 0.78]; 0
[0.24, 0.78]; 0
[0.26, 0.78]; 0
[0.28, 0.78]; 0
[0.3, 0.78]; 0
[0.32, 0.78]; 0
[0.34, 0.78]; 1
[0.36, 0.78]; 1
[0.38, 0.78]; 1
[0.4, 0.78]; 1
[0.42, 0.78]; 1
[0.44, 0.78]; 1
[0.46, 0.78]; 1
[0.48, 0.78]; 1
[0.5, 0.78]; 1
[0.52, 0.78]; 1
[0.54, 0.78]; 1
[0.56, 0.78]; 1
[0.58, 0.78]; 1
[0.6, 0.78]; 1
[0.62, 0.78]; 1
[0.64, 0.78]; 1
[0.66, 0.78]; 1
[0.68, 0.78]; 1
[0.7, 0.78]; 1
[0.72, 0.78]; 1
[0.74, 0.78]; 1
[0.76, 0.78]; 1
[0.78, 0.78]; 1
[0.8, 0.78]; 1
[0.82, 0.78]; 1
[0.84, 0.78]; 1
[0.86, 0.78]; 1
[0.88, 0.78]; 1
[0.9, 0.78]; 1
[0.92, 0.78]; 1
[0.94, 0.78]; 1
[0.96, 0.78]; 1
[0.98, 0.78]; 1
[1.0, 0.78]; 1
[1.02, 0.78]; 1
[1.04, 0.78]; 1
[1.06, 0.78]; 1
[1.08, 0.78]; 1
[1.1, 0.78]; 1
[1.12, 0.78]; 1
[1.14, 0.78]; 1
[1.16, 0.78]; 1
[1.18, 0.78]; 1
[1.2, 0.78]; 1
[1.22, 0.78]; 1
[1.24, 0.78]; 1
[1.26, 0.78]; 1
[1.28, 0.78]; 1
[1.3, 0.78]; 1
[1.32, 0.78]; 1
[1.34, 0.78]; 1
[1.36, 0.78]; 0
[1.38, 0.78]; 0
[1.4, 0.78]; 0
[1.42, 0.78]; 0
[1.44, 0.78]; 0
[1.46, 0.78]; 0
[1.48, 0.78]; 0
[1.5, 0.78]; 0
[1.52, 0.78]; 0
[1.54, 0.78]; 0
[1.56, 0.78]; 0
[1.58, 0.78]; 0
[1.6, 0.78]; 0
[1.62, 0.78]; 0
[1.64, 0.78]; 0
[1.66, 0.78]; 0
[1.68, 0.78]; 0
[1.7, 0.78]; 0
[1.72, 0.78]; 0
[1.74, 0.78]; 0
[1.76, 0.78]; 0
[1.78, 0.78]; 0
[1.8, 0.78]; 0
[1.82, 0.78]; 0
[1.84, 0.78]; 0
[1.86, 0.78]; 0
[1.88, 0.78]; 0
[1.9, 0.78]; 0
[1.92, 0.78]; 0
[1.94, 0.78]; 0
[1.96, 0.78]; 0
[1.98, 0.78]; 0
[2.0, 0.78]; 0
[0.0, 0.81]; 0
[0.02, 0.81]; 0
[0.04, 0.81]; 0
[0.06, 0.81]; 0
[0.08, 0.81]; 0
[0.1, 0.81]; 0
[0.12, 0.81]; 0
[0.14, 0.81]; 0
[0.16, 0.81]; 0
[0.18, 0.81]; 0
[0.2, 0.81]; 0
[0.22, 0.81]; 0
[0.24, 0.81]; 0
[0.26, 0.81]; 0
[0.28, 0.81]; 0
[0.3, 0.81]; 0
[0.32, 0.81]; 0
[0.34, 0.81]; 0
[0.36, 0.81]; 1
[0.38, 0.81]; 1
[0.4, 0.81]; 1
[0.42, 0.81]; 1
[0.44, 0.81]; 1
[0.46, 0.81]; 1
[0.48, 0.81]; 1
[0.5, 0.81]; 1
[0.52, 0.81]; 1
[0.54, 0.81]; 1
[0.56, 0.81]; 1
[0.58, 0.81]; 1
[0.6, 0.81]; 1
[0.62, 0.81]; 1
[0.64, 0.81]; 1
[0.66, 0.81]; 1
[0.68, 0.81]; 1
[0.7, 0.81]; 1
[0.72, 0.81]; 1
[0.74, 0.81]; 1
[0.76, 0.81]; 1
[0.78, 0.81]; 1
[0.8, 0.81]; 1
[0.82, 0.81]; 1
[0.84, 0.81]; 1
[0.86, 0.81]; 1
[0.88, 0.81]; 1
[0.9, 0.81]; 1
[0.92, 0.81]; 1
[0.94, 0.81]; 1
[0.96, 0.81]; 1
[0.98, 0.81]; 1
[1.0, 0.81]; 1
[1.02, 0.81]; 1
[1.04, 0.81]; 1
[1.06, 0.81]; 1
[1.08, 0.81]; 1
[1.1, 0.81]; 1
[1.12, 0.81]; 1
[1.14, 0.81]; 1
[1.16, 0.81]; 1
[1.18, 0.81]; 1
[1.2, 0.81]; 1
[1.22, 0.81]; 1
[1.24, 0.81]; 1
[1.26, 0.81]; 1
[1.28, 0.81]; 1
[1.3, 0.81]; 1
[1.32, 0.81]; 1
[1.34, 0.81]; 1
[1.36, 0.81]; 1
[1.38, 0.81]; 0
[1.4, 0.81]; 0
[1.42, 0.81]; 0
[1.44, 0.81]; 0
[1.46, 0.81]; 0
[1.48, 0.81]; 0
[1.5, 0.81]; 0
[1.52, 0.81]; 0
[1.54, 0.81]; 0
[1.56, 0.81]; 0
[1.58, 0.81]; 0
[1.6, 0.81]; 0
[1.62, 0.81]; 0
[1.64, 0.81]; 0
[1.66, 0.81]; 0
[1.68, 0.81]; 0
[1.7, 0.81]; 0
[1.72, 0.81]; 0
[1.74, 0.81]; 0
[1.76, 0.81]; 0
[1.78, 0.81]; 0
[1.8, 0.81]; 0
[1.82, 0.81]; 0
[1.84, 0.81]; 0
[1.86, 0.81]; 0
[1.88, 0.81]; 0
[1.9, 0.81]; 0
[1.92, 0.81]; 0
[1.94, 0.81]; 0
[1.96, 0.81]; 0
[1.98, 0.81]; 0
[2.0, 0.81]; 0
[0.0, 0.84]; 0
[0.02, 0.84]; 0
[0.04, 0.84]; 0
[0.06, 0.84]; 0
[0.08, 0.84]; 0
[0.1, 0.84]; 0
[0.12, 0.84]; 0
[0.14, 0.84]; 0
[0.16, 0.84]; 0
[0.18, 0.84]; 0
[0.2, 0.84]; 0
[0.22, 0.84]; 0
[0.24, 0.84]; 0
[0.26, 0.84]; 0
[0.28, 0.84]; 0
[0.3, 0.84]; 0
[0.32, 0.84]; 0
[0.34, 0.84]; 0
[0.36, 0.84]; 0
[0.38, 0.84]; 1
[0.4, 0.84]; 1
[0.42, 0.84]; 1
[0.44, 0.84]; 1
[0.46, 0.84]; 1
[0.48, 0.84]; 1
[0.5, 0.84]; 1
[0.52, 0.84]; 1
[0.54, 0.84]; 1
[0.56, 0.84]; 1
[0.58, 0.84]; 1
[0.6, 0.84]; 1
[0.62, 0.84]; 1
[0.64, 0.84]; 1
[0.66, 0.84]; 1
[0.68, 0.84]; 1
[0.7, 0.84]; 1
[0.72, 0.84]; 1
[0.74, 0.84]; 1
[0.76, 0.84]; 1
[0.78, 0.84]; 1
[0.8, 0.84]; 1
[0.82, 0.84]; 1
[0.84, 0.84]; 1
[0.86, 0.84]; 1
[0.88, 0.84]; 1
[0.9, 0.84]; 1
[0.92, 0.84]; 1
[0.94, 0.84]; 1
[0.96, 0.84]; 1
[0.98, 0.84]; 1
[1.0, 0.84]; 1
[1.02, 0.84]; 1
[1.04, 0.84]; 1
[1.06, 0.84]; 1
[1.08, 0.84]; 1
[1.1, 0.84]; 1
[1.12, 0.84]; 1
[1.14, 0.84]; 1
[1.16, 0.84]; 1
[1.18, 0.84]; 1
[1.2, 0.84]; 1
[1.22, 0.84]; 1
[1.24, 0.84]; 1
[1.26, 0.84]; 1
[1.28, 0.84]; 1
[1.3, 0.84]; 1
[1.32, 0.84]; 1
[1.34, 0.84]; 1
[1.36, 0.84]; 1
[1.38, 0.84]; 1
[1.4, 0.84]; 1
[1.42, 0.84]; 0
[1.44, 0.84]; 0
[1.46, 0.84]; 0
[1.48, 0.84]; 0
[1.5, 0.84]; 0
[1.52, 0.84]; 0
[1.54, 0.84]; 0
[1.56, 0.84]; 0
[1.58, 0.84]; 0
[1.6, 0.84]; 0
[1.62, 0.84]; 0
[1.64, 0.84]; 0
[1.66, 0.84]; 0
[1.68, 0.84]; 0
[1.7, 0.84]; 0
[1.72, 0.84]; 0
[1.74, 0.84]; 0
[1.76, 0.84]; 0
[1.78, 0.84]; 0
[1.8, 0.84]; 0
[1.82, 0.84]; 0
[1.84, 0.84]; 0
[1.86, 0.84]; 0
[1.88, 0.84]; 0
[1.9, 0.84]; 0
[1.92, 0.84]; 0
[1.94, 0.84]; 0
[1.96, 0.84]; 0
[1.98, 0.84]; 0
[2.0, 0.84]; 0
